Application,Timestamp,Description,Flat UI,Speed vs Accuracy,Avg. num selectables in view,Max num selectables in view,Unique target,Selectable size,Target distance,Static or moving target,Arrangement,Reference Frame,Direction,Occlusion,Selection Technique,Hover feedback,Feedback immediacy,Locomotion allowed,X,Y,color
Hubris,https://youtu.be/GhgWskv5-ac?t=888 ,5. Grasp items from a UI,2D,accuracy,3-9,10-19,yes,small,Peripersonal,static,grid,Environment,center,none,Grasp,no,yes,yes,-12.995448,-9.584513,Green
Hubris,https://youtu.be/GhgWskv5-ac?si=lOsurbmBvyc8fDTy&t=756,6. Add items to inventory by selecting a part of the back of the avatar to touch with the item to be stored,3D,accuracy,1-2,1-2,yes,small,On-body,static,random,Torso,periphery,none,Release-to-select,no,yes,no,17.727562,-27.082712,Blue
Hubris,https://youtu.be/GhgWskv5-ac?si=t4j_1WL7u1UcyizS&t=785,7. Select an area or target to throw an object or projectile towards/at,3D,accuracy,1-2,1-2,yes,medium,Extrapersonal,static,random,Environment,center,none,Throw,no,yes,yes,33.304466,14.464059,DeepSkyBlue
Hubris,https://youtu.be/GhgWskv5-ac?t=884 ,8. Select a button on arm/hand to open a UI ,3D,accuracy,3-9,3-9,yes,small,On-body,static,random,Hand,center,none,Touch,no,yes,yes,44.63827,-5.3099327,Tomato
Hubris,https://youtu.be/GhgWskv5-ac?t=958 ,9. Push ammo mag to change the state of the weapon,3D,equal,1-2,1-2,yes,small,On-body,static,random,Hand,center,none,Push,no,yes,no,9.738345,-34.590076,Olive
Hubris,https://youtu.be/C40WqGrriZk?t=278 ,"10. Throw items in a specific drop inventory/area/container, etc. ",3D,speed,1-2,1-2,yes,medium,Extrapersonal,static,random,Environment,both,none,Throw,no,yes,yes,34.682693,13.291011,DeepSkyBlue
Red Matter,https://youtu.be/8yOlkwLaUC4?t=16,1. Push a button on the wall,3D,equal,1-2,1-2,yes,medium,Peripersonal,static,random,Environment,both,minimal,Press Virtual Button,no,yes,yes,4.916911,-36.683033,LimeGreen
Red Matter,https://youtu.be/8yOlkwLaUC4?t=467,2. Grab a close object,3D,equal,20+,20+,no,small,Peripersonal,static,random,Environment,both,minimal,Grasp,no,yes,yes,-10.973673,-16.495674,Green
Red Matter,https://youtu.be/8yOlkwLaUC4?t=501,3. Select a elements on a mechanical panel,2D,equal,3-9,3-9,yes,medium,Peripersonal,static,grid,Environment,both,none,Point,yes,yes,yes,4.3106527,19.71517,Red
Red Matter 2,https://youtu.be/VrffXY2JjLE?t=26,1. Grab an object from a distance,3D,equal,1-2,1-2,yes,small,Extrapersonal,static,random,Environment,center,minimal,Point,no,yes,yes,-6.7592006,36.991085,Red
Red Matter 2,https://youtu.be/VrffXY2JjLE?t=293,2. Grab a close object,3D,equal,3-9,3-9,yes,medium,Peripersonal,static,random,Environment,both,minimal,Grasp,yes,yes,yes,-8.870129,-17.002062,Green
Red Matter 2,https://youtu.be/VrffXY2JjLE?t=410,3. Changing the state of the puzzle by rotating the selected knobs,3D,equal,10-19,10-19,no,small,Peripersonal,static,grid,Environment,both,minimal,Manipulate-to-select,yes,yes,yes,-13.747655,17.615822,MediumPurple
McOsu,https://youtu.be/9VhYIUUltGI?t=193,1. Pointing at targets on a screen to select,2D,equal,3-9,3-9,no,small,Extrapersonal,static,random,Environment,center,minimal,Point,no,yes,no,12.834775,12.359331,Red
McOsu,https://youtu.be/9VhYIUUltGI?t=360,2. Selecting target areas(on a screen) ,2D,equal,20+,20+,no,small,Peripersonal,moving,random,Environment,center,heavy,Touch,no,yes,no,48.19274,-6.363837,Tomato
McOsu,https://youtu.be/9VhYIUUltGI?t=112,3. Selection of UI 2D flat buttons by pointing,2D,accuracy,1-2,1-2,no,medium,Peripersonal,static,list,Environment,center,none,Point,yes,yes,no,4.0394735,17.689253,Red
SpaceEngine,https://youtu.be/45qvZWQTAG8?t=477,1. Select a star as a destination by pointing,3D,equal,20+,20+,no,tiny,Extrapersonal,static,random,Environment,both,minimal,Point,yes,yes,yes,-7.988219,35.263874,Red
Another Fisherman's Tale,https://youtu.be/aHyT2YIv8yo?si=_FyAHhI50po1nq6c&t=538,3. Attach a hook hand to the left hand,3D,accuracy,1-2,1-2,yes,medium,On-body,moving,random,Hand,both,none,Release-to-select,yes,yes,no,14.692092,-30.347275,Blue
After The Fall,https://youtu.be/1_uI1czldbc?t=59 ,1. Shoot at enemy avatars,3D,equal,20+,20+,no,large,Extrapersonal,moving,random,Environment,both,heavy,Shoot,no,yes,yes,14.82867,-7.9505897,Gold
After The Fall,https://youtu.be/XnLE3ue8W8Q?t=195 ,2. Drop an item or weapon into a hip area to unload it from the hand and keep it carried by the user,3D,accuracy,1-2,1-2,yes,medium,On-body,static,random,Torso,center,none,Release-to-select,yes,yes,yes,17.719627,-27.06172,Blue
After The Fall,https://youtu.be/XnLE3ue8W8Q?t=345 ,3. Select an eye scanner to stare at to open a door or pathway,3D,accuracy,1-2,1-2,yes,small,Peripersonal,static,random,Environment,center,none,Hover,yes,yes,yes,-13.058474,1.2202027,DarkTurquoise
After The Fall,https://youtu.be/1_uI1czldbc?t=248 ,4. Grasp objects directly from the VE,3D,accuracy,1-2,3-9,yes,small,Peripersonal,static,random,Environment,both,minimal,Grasp,yes,yes,yes,-18.96124,-18.618055,Green
After The Fall,https://youtu.be/1_uI1czldbc?t=254 ,5. Hover with an object over the hand where the object will be stored,3D,accuracy,1-2,1-2,yes,small,On-body,static,random,Hand,center,none,Release-to-select,yes,yes,no,14.659978,-30.363523,Blue
After The Fall,https://youtu.be/1_uI1czldbc?t=877 ,6. Grasp a weapon or tool from the hip area inventory of the user ,3D,equal,3-9,3-9,yes,medium,On-body,static,random,Torso,both,none,Grasp,yes,yes,yes,-32.04305,8.113416,Green
After The Fall,https://youtu.be/1_uI1czldbc?t=659 ,"7. When holding an ammo pack, hover/point towards the back of the appropriate weapon to reload it",3D,accuracy,1-2,1-2,yes,small,On-body,static,random,Hand,center,none,Release-to-select,yes,yes,yes,14.665987,-30.358946,Blue
After The Fall,https://youtu.be/1_uI1czldbc?t=1121 ,"10. Select VE components from a distance, for example avatars/teammates to see their credentials and details, etc.",3D,accuracy,3-9,3-9,yes,large,Extrapersonal,both,random,Environment,both,minimal,Point,yes,yes,yes,-7.6947327,33.689724,Red
After The Fall,https://youtu.be/1_uI1czldbc?t=1125 ,"11. Selection of settings, weapon updates, inventory purchases and such through a UI",2D,accuracy,3-9,10-19,yes,small,Extrapersonal,static,grid,Environment,center,none,Point,yes,yes,yes,8.426731,14.747552,Red
After The Fall,https://youtu.be/XnLE3ue8W8Q?t=199 ,"12. Throw objects at targets, enemies, areas",3D,accuracy,1-2,3-9,no,large,Extrapersonal,both,random,Environment,center,minimal,Throw,no,yes,yes,36.424263,15.42203,DeepSkyBlue
After The Fall,https://youtu.be/XnLE3ue8W8Q?t=202 ,13. Catch throw objects in the VE,3D,accuracy,1-2,1-2,yes,small,Peripersonal,moving,random,Environment,both,none,Catch,yes,yes,yes,-34.24353,-11.475572,DarkOrange
After The Fall,https://youtu.be/XnLE3ue8W8Q?t=306 ,14. Select a part of the body to touch with a seringe or medical supply to heal up,3D,equal,1-2,1-2,yes,large,On-body,static,random,Torso,center,minimal,Touch,no,yes,no,42.47885,-3.9524932,Tomato
After The Fall,https://youtu.be/XnLE3ue8W8Q?t=384 ,15. Press button to open pathways or to induce changes in the VE,3D,accuracy,1-2,1-2,yes,small,Peripersonal,static,random,Environment,center,none,Press Virtual Button,yes,yes,yes,4.859487,-36.80629,LimeGreen
After The Fall,https://youtu.be/XnLE3ue8W8Q?t=916,16. Select from a distant menu UI that is head-centered to the user,2D,accuracy,10-19,10-19,yes,medium,Extrapersonal,static,grid,Environment,both,none,Point,yes,yes,yes,6.6471663,11.22712,Red
SteamVR landing Scene (default),https://youtu.be/zfPhJZ4JmCE?t=17,1. Grasp objects with controllers,3D,equal,3-9,10-19,no,medium,Peripersonal,static,random,Environment,both,minimal,Grasp,yes,yes,yes,-11.982357,-15.867733,Green
SteamVR landing Scene (default),https://youtu.be/zfPhJZ4JmCE?t=19,2. Select from env-referenced UI using pointing,2D,accuracy,10-19,20+,no,medium,Extrapersonal,static,grid,Environment,both,none,Point,yes,yes,yes,6.083247,13.224396,Red
SteamVR landing Scene (default),https://youtu.be/zfPhJZ4JmCE?t=230,"4. Point to pick, respawn blocks, or freeze the blocks",3D,equal,10-19,10-19,no,small,Extrapersonal,both,random,Environment,both,minimal,Point,yes,yes,yes,-7.2787457,36.08826,Red
Machine Learning: Episode I,https://youtu.be/gd1rACrVh5o?t=188,1. Throw orbs with controller,3D,equal,1-2,1-2,no,tiny,Extrapersonal,static,random,Environment,both,minimal,Throw,no,no,no,33.49073,13.526378,DeepSkyBlue
Machine Learning: Episode I,https://youtu.be/gd1rACrVh5o?si=preNiawZPr2eSDiK&t=963,2 Point to keyboard UI to input name,2D,accuracy,1-2,20+,yes,small,Extrapersonal,static,grid,Environment,center,none,Point,yes,yes,no,8.303499,9.883801,Red
Machine Learning: Episode I,https://youtu.be/gd1rACrVh5o?si=VEJPSMTHYANMa51J&t=437,3. Pick up objects from a rack using grasp,3D,accuracy,3-9,10-19,yes,small,Peripersonal,static,random,Environment,both,minimal,Grasp,no,no,yes,-11.767882,-14.855408,Green
Machine Learning: Episode I,https://www.youtube.com/watch?v=gd1rACrVh5o&t=50s,4. Use pointing for selection in main menu UI,2D,accuracy,1-2,3-9,yes,small,Extrapersonal,static,list,Environment,both,none,Point,yes,yes,no,8.903195,9.494781,Red
Neos VR,https://youtu.be/AiQlBo-wH-o?t=13,1. Point to window UI to select,2D,accuracy,20+,20+,no,large,Extrapersonal,static,random,Environment,both,minimal,Point,yes,yes,yes,11.58121,10.579569,Red
Neos VR,https://youtu.be/AiQlBo-wH-o?t=19,2. Grasp for objects to pick them up,3D,equal,1-2,20+,no,small,Peripersonal,static,random,Environment,both,none,Grasp,no,yes,yes,-19.0575,-16.32753,Green
Neos VR,https://youtu.be/AiQlBo-wH-o?t=45,4. Small context menu to perform different actions (Scaling the player is shown),2D,accuracy,3-9,3-9,yes,small,On-body,static,circular,Hand,both,minimal,Point,yes,yes,no,9.423568,34.281906,Red
Neos VR,https://youtu.be/AiQlBo-wH-o?t=70,5. Select in file explorer UI using pointing,2D,accuracy,20+,20+,yes,small,Extrapersonal,static,list,Environment,both,minimal,Point,yes,yes,yes,9.800513,12.115224,Red
Neos VR,https://youtu.be/AiQlBo-wH-o?t=448,6. Click on a sphere to select a world,3D,accuracy,10-19,20+,yes,small,Peripersonal,static,grid,Environment,both,minimal,Point,yes,yes,yes,-7.093646,28.906118,Red
VTOL VR,https://youtu.be/0x12gOv5jRg?t=5,1. Press buttons on the control panel,3D,accuracy,10-19,20+,yes,tiny,Peripersonal,static,random,Environment,both,heavy,Press Virtual Button,yes,yes,no,5.388552,-38.186474,LimeGreen
VTOL VR,https://youtu.be/0x12gOv5jRg?t=7,2. Grab virtual control joysticks (two separate ones for throttle and control),3D,accuracy,3-9,3-9,yes,small,Peripersonal,static,random,Environment,both,minimal,Grasp,no,yes,no,-8.905826,-15.589366,Green
VTOL VR,https://youtu.be/0x12gOv5jRg?t=266,3. Select colors from a UI using a raycast,2D,accuracy,20+,20+,yes,medium,Extrapersonal,static,circular,Environment,center,none,Point,yes,yes,no,9.09543,11.265751,Red
VTOL VR,https://youtu.be/0x12gOv5jRg?t=219,4. Input into virtual keyboard by hovering and pressing trigger,2D,accuracy,20+,20+,yes,small,Peripersonal,static,grid,Environment,both,none,Grasp,yes,yes,no,-13.110808,-9.437082,Green
Elven Assassin,https://youtu.be/ehO20jApMV8?t=22,1. UI menu selectable by raycast,2D,accuracy,3-9,3-9,yes,small,Extrapersonal,static,list,Environment,both,none,Point,yes,yes,no,8.622969,16.44468,Red
Elven Assassin,https://youtu.be/ehO20jApMV8?t=29,2. Aim with a bow to shoot arrows,3D,speed,3-9,3-9,no,large,Extrapersonal,static,random,Environment,both,none,Shoot,no,yes,no,14.176883,-6.616658,Gold
Elven Assassin,https://youtu.be/ehO20jApMV8?t=31,3. Grab the arrow that's on the bow which follos user's hand,3D,accuracy,1-2,1-2,no,small,On-body,static,random,Hand,both,none,Grasp,no,yes,no,-22.126884,-4.953394,Green
Budget Cuts Ultimate,https://youtu.be/n-bGfdK0k8Q?si=mebKjxSNJGm15_Lq&t=85,1. Grasp nearby items,3D,equal,3-9,10-19,no,small,Peripersonal,static,random,Environment,both,minimal,Grasp,yes,yes,yes,-11.667997,-15.829278,Green
Budget Cuts Ultimate,https://youtu.be/n-bGfdK0k8Q?si=SFy-8I7gelriNKDE&t=328,3. Insert items into inventory that follows left hand,3D,equal,1-2,1-2,no,small,On-body,static,grid,Hand,both,minimal,Release-to-select,yes,yes,no,14.82056,-30.236286,Blue
Budget Cuts Ultimate,https://youtu.be/n-bGfdK0k8Q?t=744,4. Stamp paper it with a stamper,3D,equal,1-2,3-9,no,small,Peripersonal,static,random,Environment,center,minimal,Touch,no,yes,yes,46.40787,-0.9649873,Tomato
Budget Cuts Ultimate,https://youtu.be/n-bGfdK0k8Q?t=943,5. Open a door by manipulating a grasped handle,3D,accuracy,1-2,1-2,yes,small,Peripersonal,both,random,Environment,center,heavy,Manipulate-to-select,no,yes,yes,-15.407394,17.443577,MediumPurple
Budget Cuts Ultimate,https://youtu.be/n-bGfdK0k8Q?t=955,6. Eat cookies by grabbing them and directing them to the head,3D,accuracy,1-2,1-2,no,small,On-body,static,random,Head,periphery,none,Touch,no,yes,no,42.246033,-5.2398124,Tomato
Budget Cuts Ultimate,https://youtu.be/KV-5nJlelpo?t=15,7. Interactable menu with raycast,2D,accuracy,3-9,3-9,yes,small,Extrapersonal,static,random,Environment,both,none,Point,yes,yes,no,8.535337,16.500813,Red
Budget Cuts Ultimate,https://youtu.be/KV-5nJlelpo?t=620,8. Throw items ,3D,speed,1-2,1-2,no,small,Extrapersonal,static,random,Environment,both,heavy,Throw,no,yes,yes,34.26547,13.634771,DeepSkyBlue
Budget Cuts Ultimate,https://youtu.be/KV-5nJlelpo?t=1137,9. Input numbers into fax machine by pointing and pressing trigger,3D,accuracy,10-19,10-19,yes,tiny,Peripersonal,static,grid,Environment,both,heavy,Point,yes,yes,no,-7.3119216,28.044624,Red
PAYDAY 2,https://youtu.be/BLCnQsejBa8?t=40,1. Point at NPCs to direct them,3D,equal,1-2,1-2,yes,medium,Extrapersonal,moving,random,Environment,center,minimal,Point,no,yes,yes,-6.840046,36.941868,Red
PAYDAY 2,https://youtu.be/BLCnQsejBa8?t=1031,"2. Grab, hold and wait for the UI on the door to unlock",2D,accuracy,3-9,3-9,yes,small,Peripersonal,static,random,Environment,center,heavy,Grasp,yes,no,yes,-12.452229,-10.013173,Green
PAYDAY 2,https://youtu.be/BLCnQsejBa8?si=XPu8xnR6Iy_D2nJW&t=58,3. Grab items in the environment,3D,speed,1-2,3-9,no,small,Peripersonal,static,random,Environment,both,heavy,Grasp,yes,yes,yes,-17.721392,-17.66768,Green
PAYDAY 2,https://youtu.be/BLCnQsejBa8?si=PigCQPBLoa5E9fm7&t=722,4. Select a weapon by grasping from an on-body UI,3D,accuracy,1-2,1-2,yes,medium,On-body,static,grid,Torso,periphery,heavy,Grasp,yes,yes,no,-29.386438,8.595514,Green
PAYDAY 2,https://youtu.be/BLCnQsejBa8?t=723,5. Point to an area where molotov will be thrown,3D,speed,1-2,3-9,yes,large,Extrapersonal,static,grid,Environment,periphery,heavy,Point,yes,yes,no,-4.8734035,36.53793,Red
PAYDAY 2,https://youtu.be/BLCnQsejBa8?t=59,6. Aim and shoot at enemies,3D,accuracy,1-2,3-9,yes,large,Extrapersonal,static,random,Environment,both,heavy,Shoot,no,yes,no,11.45912,-8.841976,Gold
PAYDAY 2,https://www.youtube.com/watch?v=BLCnQsejBa8&t=966s,7. Store money bag into on-torso slot,3D,speed,3-9,3-9,yes,medium,On-body,static,random,Torso,both,heavy,Release-to-select,no,no,yes,18.066196,-28.050678,Blue
PAYDAY 2,https://youtu.be/BLCnQsejBa8?t=1058,8. Main menu UI is shown to user for game summary and options,2D,equal,3-9,3-9,yes,tiny,Extrapersonal,static,grid,Environment,both,minimal,Point,yes,yes,no,13.05311,13.239728,Red
Bean Stalker,https://youtu.be/jmkewyqP6Vw?si=-MIGq53juwjN0Yoc&t=107,1. UI menu interactable with raycast,2D,speed,3-9,3-9,yes,tiny,Extrapersonal,static,list,Environment,both,minimal,Point,yes,yes,no,13.144931,13.181142,Red
Bean Stalker,https://youtu.be/jmkewyqP6Vw?t=129,2. Grasp for items in the environment,3D,equal,3-9,10-19,no,small,Peripersonal,static,random,Environment,both,heavy,Grasp,yes,yes,yes,-11.628201,-16.048428,Green
Bean Stalker,https://youtu.be/jmkewyqP6Vw?t=140,3. Intersect an object and click a button to flip page in a book,3D,speed,1-2,1-2,yes,small,Peripersonal,static,random,Environment,both,heavy,Grasp,no,yes,no,-22.334948,-10.727404,Green
Bean Stalker,https://youtu.be/jmkewyqP6Vw?si=vH4ZeDV70spOFaMt&t=149,4. Insert a book into book display by touching the display,3D,speed,1-2,1-2,yes,small,Peripersonal,static,random,Environment,both,heavy,Touch,no,yes,yes,45.490482,-1.3787994,Tomato
Bean Stalker,https://youtu.be/jmkewyqP6Vw?t=145,"5. User can toggle ""remote grab"" by raycasting, pointing, and holding trigger to grab the item",3D,speed,3-9,10-19,no,small,Extrapersonal,static,random,Environment,both,heavy,Point,yes,yes,yes,-8.265063,35.318584,Red
Bean Stalker,https://youtu.be/jmkewyqP6Vw?si=_bXGNbqzqFVTRSlF&t=251,7. Press buttons on the door to change level,3D,accuracy,3-9,3-9,yes,tiny,Peripersonal,static,random,Environment,center,none,Press Virtual Button,yes,yes,yes,3.4308035,-38.484425,LimeGreen
Bean Stalker,https://youtu.be/jmkewyqP6Vw?si=xv1jK3x7zwkNWeVW&t=321,8. Pull levers on a chest to unlock the chest,3D,accuracy,3-9,3-9,no,small,Peripersonal,static,random,Environment,both,heavy,Manipulate-to-select,yes,yes,yes,-12.425778,17.484213,MediumPurple
Bean Stalker,https://youtu.be/jmkewyqP6Vw?t=347,9. Pull a backpack from behind the shoulder,3D,speed,1-2,1-2,yes,small,On-body,static,random,Torso,periphery,minimal,Grasp,no,no,no,-29.651491,7.564031,Green
Bean Stalker,https://youtu.be/jmkewyqP6Vw?si=yEWDg8lZULJF-i7u&t=1664,"10. User can open a user-bound portable inventory to store items into, user drags item into gridded inventory to snap and store",3D,accuracy,1-2,1-2,yes,small,On-body,static,grid,Hand,center,minimal,Release-to-select,yes,yes,no,14.710429,-29.879549,Blue
Bean Stalker,https://youtu.be/jmkewyqP6Vw?si=NrxSjKJPIc88KY7T&t=378,11. Intersect grapple hooks with the bean stalk while holding trigger,3D,equal,1-2,1-2,yes,small,Peripersonal,static,random,Environment,both,heavy,Grasp,no,yes,no,-20.703682,-13.005099,Green
Bean Stalker,https://youtu.be/jmkewyqP6Vw?t=440,12. Melee with the bean striders or daggers by colliding the weapon against the enemy,3D,equal,1-2,1-2,no,small,Peripersonal,moving,random,Environment,both,heavy,Cross,no,yes,yes,-37.733196,-8.772692,Chocolate
Bean Stalker,https://youtu.be/jmkewyqP6Vw?si=qQpNERzsCYZGkodU&t=1299,13. Grab with both hands to split item into multiple,3D,equal,1-2,1-2,yes,small,On-body,moving,random,Hand,both,none,Grasp,no,yes,no,-22.174913,-4.925232,Green
Fallout 4 VR,https://youtu.be/SbePRUsFFdM?t=2130,2. Pick up objects that are slightly at a distance with pointing,3D,speed,1-2,3-9,yes,medium,Extrapersonal,both,random,Environment,both,minimal,Point,yes,yes,yes,-5.1391983,35.807625,Red
Fallout 4 VR,https://youtu.be/SbePRUsFFdM?t=2348,3. Attack enemies by hitting them with weapons (Player suggests doing slow swings than fast swings),3D,equal,1-2,3-9,yes,medium,Peripersonal,both,random,Environment,both,heavy,Cross,no,yes,yes,-39.10643,-10.149558,Chocolate
Fallout 4 VR,https://youtu.be/Mv9vJ3PHr4A?si=KRiucwQjZwFoZwBV&t=497,4. Aim and shoot with weapons,3D,accuracy,1-2,1-2,yes,medium,Extrapersonal,both,random,Environment,both,heavy,Shoot,no,yes,yes,14.655195,-10.748325,Gold
Fallout 4 VR,https://youtu.be/Mv9vJ3PHr4A?si=zkaQVGrxJCfNC4dd&t=1309,5. Throw molotov,3D,equal,1-2,1-2,yes,large,Extrapersonal,static,random,Environment,both,heavy,Throw,no,yes,no,33.97542,15.123495,DeepSkyBlue
Meta Horizon Worlds Editor,https://youtu.be/0m63U1YCiyI?t=491,"2. Select menu item from a 2D UI by directly ""going into it"" and grasping it",2D,accuracy,10-19,10-19,yes,medium,Peripersonal,static,grid,Environment,center,none,Grasp,yes,yes,no,-13.215306,-9.458383,Green
Meta Horizon Worlds Editor,https://youtu.be/0m63U1YCiyI?t=502,3. Select menu item from a 2D UI from a distance by pointing with ray and clicking,2D,accuracy,10-19,10-19,yes,medium,Extrapersonal,static,grid,Environment,center,none,Point,yes,yes,no,6.889141,10.813932,Red
Meta Horizon Worlds Editor,https://youtu.be/0m63U1YCiyI?t=529,4. Grasp an object in 3D (with a pointer attached to hand),3D,accuracy,10-19,20+,no,medium,Peripersonal,static,random,Environment,both,heavy,Grasp,yes,yes,yes,-17.64594,-15.947255,Green
Meta Horizon Worlds Editor,https://youtu.be/0m63U1YCiyI?t=596,"5. Directly grasp an arrow in 3D (with pointer attached to hand, for specifying direction of manipulation)",3D,accuracy,3-9,3-9,no,small,Peripersonal,static,grid,Environment,center,minimal,Grasp,yes,yes,yes,-7.209896,-14.323602,Green
Meta Horizon Worlds Editor,https://youtu.be/0m63U1YCiyI?si=dAyNsaGbPJgpQvcS&t=1104 ,7. Select several objects by touching them,3D,accuracy,10-19,10-19,no,medium,Peripersonal,static,random,Environment,both,heavy,Model,no,yes,yes,-10.859896,22.478655,SlateBlue
Meta Horizon Worlds Editor,https://youtu.be/0m63U1YCiyI?t=1125,8. Hold a button while going through objects to select multiple with a volume (i.e. with a resizable volume-based cursor),3D,accuracy,10-19,10-19,no,medium,Peripersonal,static,random,Environment,both,heavy,Model,no,yes,yes,-10.834752,22.407251,SlateBlue
Meta Horizon Worlds Editor,https://youtu.be/0m63U1YCiyI?t=1967,9. Type text by directly pressing the buttons,2D,accuracy,20+,20+,yes,small,Peripersonal,static,grid,Environment,center,none,Touch,yes,yes,no,48.76509,-7.4607463,Tomato
Tilt Brush (Google),https://youtu.be/lW0TUyFh9zQ?t=16 ,1. Select from an on hand UI ,2D,accuracy,10-19,10-19,yes,small,On-body,static,grid,Hand,center,none,Point,yes,yes,no,8.617144,36.135765,Red
Tilt Brush (Google),https://youtu.be/lW0TUyFh9zQ?t=50 ,3. Point to the correct gradient color to be selected on a UI,2D,accuracy,3-9,3-9,yes,small,On-body,static,grid,Hand,center,none,Point,yes,yes,no,8.87864,34.669247,Red
Tilt Brush (Google),https://youtu.be/lW0TUyFh9zQ?t=168 ,5. Select from a UI that is environment referenced close to the user,2D,accuracy,3-9,3-9,yes,small,Peripersonal,static,grid,Environment,center,none,Point,yes,yes,yes,3.8340878,19.209085,Red
Tilt Brush (Google),https://youtu.be/lW0TUyFh9zQ?t=205 ,6. Select from a circular UI near the user,2D,accuracy,3-9,3-9,yes,small,Peripersonal,static,circular,Environment,center,none,Point,yes,yes,no,3.3632476,19.712864,Red
Tilt Brush (Google),https://youtu.be/lW0TUyFh9zQ?t=243 ,7. Select from a circular UI on hand,2D,accuracy,3-9,3-9,yes,small,On-body,static,circular,Hand,center,none,Point,yes,yes,no,8.989723,34.4473,Red
Tilt Brush (Google),https://youtu.be/lW0TUyFh9zQ?t=698 ,8. Select objects in the VE through grasp,3D,accuracy,1-2,1-2,yes,large,Peripersonal,static,random,Environment,center,none,Grasp,no,yes,yes,-20.069876,-11.668304,Green
Tilt Brush (Google),https://youtu.be/lW0TUyFh9zQ?t=670 ,10. Touch objects to delete them,3D,equal,10-19,20+,no,medium,Peripersonal,static,random,Environment,both,minimal,Touch,no,yes,yes,46.453426,-1.3059708,Tomato
Tilt Brush (Google),https://youtu.be/lW0TUyFh9zQ?t=1041 ,11. Touch objects while holding trigger button to apply color,3D,accuracy,10-19,20+,no,medium,Peripersonal,static,random,Environment,both,heavy,Touch,no,yes,yes,46.588615,-1.2036643,Tomato
SculptVR,https://youtu.be/SE1fqivtoT0?t=95,1. Point to tools on 2D UI panel,2D,equal,20+,20+,yes,small,On-body,both,grid,Hand,both,minimal,Point,yes,yes,no,9.511732,35.770435,Red
SculptVR,https://youtu.be/LG4OFRGSoOw?t=46,2. Hover over objects to paint them,3D,accuracy,20+,20+,no,tiny,Peripersonal,both,random,Environment,both,heavy,Hover,no,yes,yes,-12.3627,0.4311771,DarkTurquoise
SculptVR,https://youtu.be/LG4OFRGSoOw?t=182,3. Point to select a light source,3D,equal,1-2,1-2,yes,small,Extrapersonal,static,random,Environment,both,minimal,Point,no,yes,no,-7.0081177,36.846813,Red
SculptVR,https://youtu.be/uaMySvfTWMA?t=10,4. Model a bounding box around an area,3D,accuracy,1-2,20+,yes,medium,Peripersonal,static,random,Environment,both,minimal,Model,no,yes,yes,-10.933947,22.377855,SlateBlue
SculptVR,https://youtu.be/uaMySvfTWMA?t=26,5. Touch desired objects (with a bubble cursor) to color them,3D,accuracy,20+,20+,yes,small,Peripersonal,static,random,Environment,both,heavy,Grasp,no,yes,yes,-12.061172,-18.167538,Green
Gravity Sketch,https://youtu.be/2YZr3yqWXzk?si=4kYz0V236MjSNxJJ&t=60,1. Select from an on hand UI,2D,accuracy,20+,20+,yes,small,On-body,static,grid,Hand,center,none,Point,yes,yes,no,8.868819,35.291656,Red
Gravity Sketch,https://youtu.be/2YZr3yqWXzk?si=GDA6h7McWPeHmx-D&t=67,3. Directly grasp an object in VE,3D,accuracy,1-2,1-2,no,small,On-body,static,list,Hand,center,none,Grasp,yes,yes,no,-21.956978,-5.220469,Green
Gravity Sketch,https://youtu.be/2YZr3yqWXzk?si=W0U5I4uDKZpI3XzP&t=68,4. Insert an item into a box,3D,equal,1-2,1-2,yes,small,On-body,static,grid,Hand,center,none,Release-to-select,yes,yes,no,14.717056,-29.879646,Blue
Gravity Sketch,https://youtu.be/2YZr3yqWXzk?si=nQf-YfKs_hf6veDV&t=108,6. Selection of buttons on a keyboard by pointing,2D,accuracy,20+,20+,yes,small,Extrapersonal,static,grid,Environment,center,none,Point,no,yes,no,8.248873,12.323946,Red
Gravity Sketch,https://youtu.be/2YZr3yqWXzk?si=LZTiU56I5Twg-pbT&t=115,7. Area selection with two hands,3D,accuracy,1-2,1-2,no,medium,On-body,static,random,Hand,center,minimal,Model,no,yes,yes,-10.55628,21.613253,SlateBlue
Gravity Sketch,https://youtu.be/2YZr3yqWXzk?si=rNVgEw84BloqVhlh&t=284,8. Selection of VE objects through grasp,3D,equal,3-9,3-9,no,large,Peripersonal,static,random,Environment,both,heavy,Grasp,yes,yes,yes,-8.728548,-17.68013,Green
Gravity Sketch,https://youtu.be/2YZr3yqWXzk?si=bYsl4-BSCnZjvfr6&t=522,10. Selecting points on the created objects to modify them,3D,accuracy,20+,20+,no,tiny,Peripersonal,static,random,Environment,both,minimal,Grasp,yes,yes,yes,-11.929908,-17.909788,Green
Gravity Sketch,https://youtu.be/2YZr3yqWXzk?si=xS7D3dZfwSL8ttM1&t=1181,11. Selection of tools from a circular inventory around user,3D,equal,3-9,3-9,yes,small,On-body,static,circular,Torso,center,minimal,Grasp,yes,yes,yes,-32.232136,9.230188,Green
Tvori,https://youtu.be/Ywjh4mXniFU?t=1,1. Selecting mannequins/objects to put into the environment ,3D,accuracy,3-9,3-9,no,medium,Peripersonal,static,random,Environment,both,minimal,Grasp,yes,yes,yes,-9.218847,-13.799029,Green
