app,date,platform,link,scenario,ui,speed,num,max_num,unique,shape,size,distance,static,arrangement,rf,direction,occlusion,is_mechanic,selection_technique,hover,feedback,locomotion,X,Y,color
PAYDAY 2,March 2018,Steam,https://youtu.be/BLCnQsejBa8?t=723,5. Point to an area where molotov will be thrown,no,speed,1-2,3-9,yes,avatar,large,extrapersonal,static,grid,env,periphery,heavy,no,point,yes,yes,no,7.8427505,15.928205,purple
PAYDAY 2,March 2018,Steam,https://youtu.be/BLCnQsejBa8?t=59,6. Aim and shoot at enemies,no,accuracy,1-2,3-9,yes,avatar,large,extrapersonal,static,random,env,both,heavy,yes,shoot,no,yes,no,1.4701024,22.65031,brown
PAYDAY 2,March 2018,Steam,https://www.youtube.com/watch?v=BLCnQsejBa8&t=966s,7. Store money bag into on-torso slot,yes,speed,3-9,3-9,yes,icon,medium,on-body,static,random,body,both,heavy,yes,touch,no,no,yes,2.335083,43.592857,yellow
PAYDAY 2,March 2018,Steam,https://youtu.be/BLCnQsejBa8?t=1058,8. Main menu UI is shown to user for game summary and options,yes,equal,3-9,3-9,yes,"text, icons",tiny,extrapersonal,static,grid,env,both,minimal,no,point,yes,yes,no,26.019764,0.20022497,green
Bean Stalker,June 2022,Steam,https://youtu.be/jmkewyqP6Vw?si=-MIGq53juwjN0Yoc&t=107,1. UI menu interactable with raycast,yes,speed,3-9,3-9,yes,"text, icons",tiny,extrapersonal,static,list,env,both,minimal,no,point,yes,yes,no,26.247469,0.34979457,green
Bean Stalker,June 2022,Steam,https://youtu.be/jmkewyqP6Vw?t=129,2. Grasp for items in the environment,no,equal,3-9,10-19,no,"weapons, food, craftable items",small,peripersonal,static,random,env,both,heavy,no,grasp,yes,yes,yes,7.024748,-36.65083,cyan
Bean Stalker,June 2022,Steam,https://youtu.be/jmkewyqP6Vw?t=140,3. Intersect an object and click a button to flip page in a book,no,speed,1-2,1-2,yes,book pages,small,peripersonal,static,random,env,both,heavy,no,grasp,no,yes,no,-30.080029,-17.421469,grey
Bean Stalker,June 2022,Steam,https://youtu.be/jmkewyqP6Vw?si=vH4ZeDV70spOFaMt&t=149,4. Insert a book into book display by touching the display,no,speed,1-2,1-2,yes,books,small,peripersonal,static,random,env,both,heavy,no,touch,no,yes,yes,-6.9352007,40.299614,red
Bean Stalker,June 2022,Steam,https://youtu.be/jmkewyqP6Vw?t=145,"5. User can toggle ""remote grab"" by raycasting, pointing, and holding trigger to grab the item",no,speed,3-9,10-19,no,"weapons, food, craftable items",small,extrapersonal,static,random,env,both,heavy,no,point,yes,yes,yes,30.209436,3.385327,green
Bean Stalker,June 2022,Steam,https://youtu.be/jmkewyqP6Vw?si=_bXGNbqzqFVTRSlF&t=251,7. Press buttons on the door to change level,yes,accuracy,3-9,3-9,yes,icons,tiny ,peripersonal,static,random,env,center,none,no,touch,yes,yes,yes,3.3110917,47.449444,yellow
Bean Stalker,June 2022,Steam,https://youtu.be/jmkewyqP6Vw?si=xv1jK3x7zwkNWeVW&t=321,8. Pull levers on a chest to unlock the chest,no,accuracy,3-9,3-9,no,levers,small,peripersonal,static,random,env,both,heavy,yes,manipulate,yes,yes,yes,19.393026,-22.620043,cyan
Bean Stalker,June 2022,Steam,https://youtu.be/jmkewyqP6Vw?t=347,9. Pull a backpack from behind the shoulder,no,speed,1-2,1-2,yes,none,small,on-body,static,random,body,periphery,minimal,no,manipulate,no,no,no,-17.908957,-4.0120335,pink
Bean Stalker,June 2022,Steam,https://youtu.be/jmkewyqP6Vw?si=yEWDg8lZULJF-i7u&t=1664,"10. User can open a user-bound portable inventory to store items into, user drags item into gridded inventory to snap and store",no,accuracy,1-2,1-2,yes,none,small,on-body,static,grid,body,center,minimal,yes,touch,yes,yes,no,-9.243929,47.121746,red
Bean Stalker,June 2022,Steam,https://youtu.be/jmkewyqP6Vw?si=NrxSjKJPIc88KY7T&t=378,11. Intersect grapple hooks with the bean stalk while holding trigger,no,equal,1-2,1-2,yes,graple hook,small,peripersonal,static,random,env,both,heavy,yes,touch,no,yes,no,-6.8925323,40.373466,red
Bean Stalker,June 2022,Steam,https://youtu.be/jmkewyqP6Vw?t=440,12. Melee with the bean striders or daggers by colliding the weapon against the enemy,no,equal,1-2,1-2,no,avatar,small,peripersonal,moving,random,env,both,heavy,yes,cross,no,yes,yes,-28.87407,-17.308708,grey
Bean Stalker,June 2022,Steam,https://youtu.be/jmkewyqP6Vw?si=qQpNERzsCYZGkodU&t=1299,13. Grab with both hands to split item into multiple,no,equal,1-2,1-2,yes,various,small,on-body,moving,random,hand,both,none,yes,grasp,no,yes,no,-31.742163,-3.7302663,grey
Fallout 4 VR,December 2017,Steam,https://youtu.be/SbePRUsFFdM?si=edPz-dk1qKNU4yh1&t=95,1. Grasp (intersect and click) items to select/interact with them,no,equal,3-9,3-9,yes,various,medium,peripersonal,static,random,env,both,heavy,no,grasp,yes,yes,yes,14.031837,-35.66534,cyan
Fallout 4 VR,December 2017,Steam,https://youtu.be/SbePRUsFFdM?t=2130,2. Pick up objects that are slightly at a distance with pointing,no,speed,1-2,3-9,yes,weapons,medium,extrapersonal,both,random,env,both,minimal,yes,point,yes,yes,yes,3.820113,15.988062,brown
Fallout 4 VR,December 2017,Steam,https://youtu.be/SbePRUsFFdM?t=2348,3. Attack enemies by hitting them with weapons (Player suggests doing slow swings than fast swings),no,equal,1-2,3-9,yes,avatar,medium,peripersonal,both,random,env,both,heavy,yes,cross,no,yes,yes,-15.369932,-30.44678,orange
Fallout 4 VR,December 2017,Steam,https://youtu.be/Mv9vJ3PHr4A?si=KRiucwQjZwFoZwBV&t=497,4. Aim and shoot with weapons,no,accuracy,1-2,1-2,yes,avatar,medium,extrapersonal,both,random,env,both,heavy,yes,shoot,no,yes,yes,-15.552837,29.627256,red
Fallout 4 VR,December 2017,Steam,https://youtu.be/Mv9vJ3PHr4A?si=zkaQVGrxJCfNC4dd&t=1309,5. Throw molotov,no,equal,1-2,1-2,yes,area,large,extrapersonal,static,random,env,both,heavy,yes,throw,no,yes,no,-14.53364,31.845514,red
Fallout 4 VR,December 2017,Steam,https://youtu.be/Mv9vJ3PHr4A?t=2134,6. User can perform lockpicking using the left and right controllers,no,accuracy,1-2,1-2,yes,lockpick,small,peripersonal,both,random,env,center,minimal,yes,manipulate,no,yes,no,-27.219896,-2.641455,pink
Meta Horizon Worlds Editor,December 2021,Oculus,https://youtu.be/0m63U1YCiyI?t=491,"2. Select menu item from a 2D UI by directly ""going into it"" and grasping it",yes,accuracy,10-19,10-19,yes,icon,medium,peripersonal,static,grid,env,center,none,no,grasp,yes,yes,no,-6.3927217,-13.112629,blue
Meta Horizon Worlds Editor,December 2021,Oculus,https://youtu.be/0m63U1YCiyI?t=502,3. Select menu item from a 2D UI from a distance by pointing with ray and clicking,yes,accuracy,10-19,10-19,yes,icon,medium,peripersonal,static,grid,env,center,none,no,point,yes,yes,no,10.817129,-5.3941126,purple
Meta Horizon Worlds Editor,December 2021,Oculus,https://youtu.be/0m63U1YCiyI?t=529,4. Grasp an object in 3D (with a pointer attached to hand),no,accuracy,10-19,20+,no,various,medium,peripersonal,static,random,env,both,heavy,no,grasp,yes,yes,yes,-7.3769474,-30.276838,orange
Meta Horizon Worlds Editor,December 2021,Oculus,https://youtu.be/0m63U1YCiyI?t=596,"5. Directly grasp an arrow in 3D (with pointer attached to hand, for specifying direction of manipulation)",yes,accuracy,3-9,3-9,no,various,small,peripersonal,static,grid,env,center,minimal,no,grasp,yes,yes,yes,9.230495,-25.169838,blue
Meta Horizon Worlds Editor,December 2021,Oculus,https://youtu.be/0m63U1YCiyI?si=dAyNsaGbPJgpQvcS&t=1104 ,7. Select several objects by touching them,no,accuracy,10-19,10-19,no,various,medium,peripersonal,static,random,env,both,heavy,yes,touch,no,yes,yes,-3.2101064,41.878788,red
Meta Horizon Worlds Editor,December 2021,Oculus,https://youtu.be/0m63U1YCiyI?t=1125,8. Hold a button while going through objects to select multiple with a volume (i.e. with a resizable volume-based cursor),no,accuracy,10-19,10-19,no,various,medium,peripersonal,static,random,env,both,heavy,yes,touch,no,yes,yes,-3.2099323,41.878654,red
Meta Horizon Worlds Editor,December 2021,Oculus,https://youtu.be/0m63U1YCiyI?t=1967,9. Type text by directly pressing the buttons,yes,accuracy,20+,20+,yes,icons; text,small,peripersonal,static,grid,env,center,none,no,touch,yes,yes,no,-2.6601574,50.853523,yellow
Tilt Brush (Google),April 2016,"Oculus, SteamVR, Viveport",https://youtu.be/lW0TUyFh9zQ?t=16 ,1. Select from an on hand UI ,yes,accuracy,10-19,10-19,yes,"icons, images, UI elements",small,on-body,static,grid,hand,center,none,no,point,yes,yes,no,12.984934,-2.539032,purple
Tilt Brush (Google),April 2016,"Oculus, SteamVR, Viveport",https://youtu.be/lW0TUyFh9zQ?t=28 ,2. Select an arrow to select the desired set of items/icons/pages to display,yes,accuracy,1-2,3-9,yes,"UI elements, UI pages",medium,on-body,static,grid,hand,center,none,no,manipulate,yes,yes,no,9.035225,1.868928,purple
Tilt Brush (Google),April 2016,"Oculus, SteamVR, Viveport",https://youtu.be/lW0TUyFh9zQ?t=50 ,3. Point to the correct gradient color to be selected on a UI,yes,accuracy,3-9,3-9,yes,"UI elements, color gradients/pallets",small,on-body,static,grid,hand,center,none,no,point,yes,yes,no,22.810005,-7.996701,green
Tilt Brush (Google),April 2016,"Oculus, SteamVR, Viveport",https://youtu.be/lW0TUyFh9zQ?t=57 ,4. Move a slider on a UI to chose the colors to display and placement of the color pannel,yes,accuracy,3-9,3-9,yes,"UI elements, list of colors",small,on-body,static,list,hand,center,none,no,manipulate,yes,yes,no,24.00856,-8.7899275,green
Tilt Brush (Google),April 2016,"Oculus, SteamVR, Viveport",https://youtu.be/lW0TUyFh9zQ?t=168 ,5. Select from a UI that is environment referenced close to the user,yes,accuracy,3-9,3-9,yes,"UI elements, text, icons",small,extrapersonal,static,grid,env,center,none,no,point,yes,yes,yes,25.517534,-2.903566,green
Tilt Brush (Google),April 2016,"Oculus, SteamVR, Viveport",https://youtu.be/lW0TUyFh9zQ?t=205 ,6. Select from a circular UI near the user,yes,accuracy,3-9,3-9,yes,"circular UI elements, icons, text",small,peripersonal,static,circular,env,center,none,no,grasp,yes,yes,no,8.019221,-25.288752,blue
Tilt Brush (Google),April 2016,"Oculus, SteamVR, Viveport",https://youtu.be/lW0TUyFh9zQ?t=243 ,7. Select from a circular UI on hand,yes,accuracy,3-9,3-9,yes,"circular UI elements, icons, text",small,on-body,static,circular,hand,center,none,no,point,yes,yes,no,22.051098,-7.604374,green
Tilt Brush (Google),April 2016,"Oculus, SteamVR, Viveport",https://youtu.be/lW0TUyFh9zQ?t=698 ,8. Select objects in the VE through grasp,no,accuracy,1-2,1-2,yes,"tree, various",large,peripersonal,static,random,env,center,none,yes,grasp,no,yes,yes,-22.154459,-10.050801,grey
Tilt Brush (Google),April 2016,"Oculus, SteamVR, Viveport",https://youtu.be/lW0TUyFh9zQ?t=271 ,"9. Changing the size, scale, position of an object through manipulation using both hands",no,accuracy,1-2,1-2,yes,"line, various",medium,peripersonal,static,random,env,both,none,yes,manipulate,yes,yes,yes,-21.956049,-1.2171254,pink
Tilt Brush (Google),April 2016,"Oculus, SteamVR, Viveport",https://youtu.be/lW0TUyFh9zQ?t=670 ,10. Select objects/drawings in the VE to touch to delete,no,equal,10-19,20+,no,various parts of object,medium,peripersonal,static,random,env,both,minimal,yes,touch,no,yes,yes,-2.4307003,40.71515,yellow
Tilt Brush (Google),April 2016,"Oculus, SteamVR, Viveport",https://youtu.be/lW0TUyFh9zQ?t=1041 ,11. Select an object or part of an object to touch to apply a certain color ,no,accuracy,10-19,20+,no,various parts of object,medium,peripersonal,static,random,env,both,heavy,yes,touch,no,yes,yes,-2.449034,41.864094,yellow
SculptVR,April 2016,"Oculus, SteamVR",https://youtu.be/SE1fqivtoT0?t=95,1. Point to tools on 2D UI panel,yes,equal,20+,20+,yes,rectangle,small,on-body,both,grid,hand,both,minimal,no,point,yes,yes,no,19.46445,-3.8766055,purple
SculptVR,April 2016,"Oculus, SteamVR",https://youtu.be/LG4OFRGSoOw?t=46,2. Hover over objects to paint them,no,accuracy,20+,20+,no,3D pixels,tiny,peripersonal,both,random,env,both,heavy,no,touch,no,yes,yes,-0.055666454,42.33563,yellow
SculptVR,April 2016,"Oculus, SteamVR",https://youtu.be/LG4OFRGSoOw?t=182,3. Select a light source (sun) in the environment by pointing at it and pressing a button and then move it in the environment,no,equal,1-2,1-2,yes,sphere,small,extrapersonal,static,random,env,both,minimal,no,point,no,yes,no,-16.56303,8.690487,pink
SculptVR,April 2016,"Oculus, SteamVR",https://youtu.be/uaMySvfTWMA?t=10,4. Select a box add a start point and drag to add an end point; objects in the defined area are selected through capturing them with a volume,no,accuracy,1-2,20+,yes,various,medium,peripersonal,static,random,env,both,minimal,no,manipulate,no,yes,yes,0.00027356955,7.7732573,orange
SculptVR,April 2016,"Oculus, SteamVR",https://youtu.be/uaMySvfTWMA?t=26,5. Touch desired objects (with a bubble cursor) to color them,no,accuracy,20+,20+,yes,various,small,peripersonal,static,random,env,both,heavy,no,touch,no,yes,yes,-1.0102649,43.211002,yellow
Gravity Sketch,August 2017,"Oculus, SteamVR, Viveport",https://youtu.be/2YZr3yqWXzk?si=4kYz0V236MjSNxJJ&t=60,1. Select from an on hand UI,yes,accuracy,20+,20+,yes,flat UI with 2D buttons,small,on-body,static,grid,hand,center,none,no,point,yes,yes,no,15.566331,-4.703719,purple
Gravity Sketch,August 2017,"Oculus, SteamVR, Viveport",https://youtu.be/2YZr3yqWXzk?si=GDA6h7McWPeHmx-D&t=67,3. Direct grasp of avatars from a UI to place them somewhere else,yes,accuracy,1-2,1-2,no,small avatars,small,on-body,static,list,hand,center,none,no,grasp,yes,yes,no,-7.977955,-10.214466,grey
Gravity Sketch,August 2017,"Oculus, SteamVR, Viveport",https://youtu.be/2YZr3yqWXzk?si=W0U5I4uDKZpI3XzP&t=68,4. Spawning objects into VE by putting them in a box area ,yes,equal,1-2,1-2,yes,rectangle like box,small,on-body,static,grid,hand,center,none,no,hover,yes,yes,no,-6.976364,-10.313788,grey
Gravity Sketch,August 2017,"Oculus, SteamVR, Viveport",https://youtu.be/2YZr3yqWXzk?si=lBIR6zdWLKxyK48n&t=106,5. Grabbing the edges of a UI panel to move it,yes,accuracy,1-2,1-2,yes,UI panel,medium,peripersonal,static,grid,env,center,none,no,grasp,yes,yes,no,-7.3591795,-12.316781,grey
Gravity Sketch,August 2017,"Oculus, SteamVR, Viveport",https://youtu.be/2YZr3yqWXzk?si=nQf-YfKs_hf6veDV&t=108,6. Selection of buttons on a keyboard by pointing,yes,accuracy,20+,20+,yes,3D buttons on keyboard,small,peripersonal,static,grid,env,center,none,no,point,no,yes,no,13.2118635,-6.752679,purple
Gravity Sketch,August 2017,"Oculus, SteamVR, Viveport",https://youtu.be/2YZr3yqWXzk?si=LZTiU56I5Twg-pbT&t=115,7. Grabbing two sides of an object to change its features such as size,no,accuracy,1-2,1-2,no,Hexagonal Prism,medium,peripersonal,static,random,env,center,minimal,no,manipulate,no,yes,yes,-22.206032,-4.012271,pink
Gravity Sketch,August 2017,"Oculus, SteamVR, Viveport",https://youtu.be/2YZr3yqWXzk?si=rNVgEw84BloqVhlh&t=284,8. Selection of VE objects through grasp,no,equal,3-9,3-9,no,drawn objects,large,peripersonal,static,random,env,both,heavy,yes,grasp,yes,yes,yes,14.856785,-36.356068,cyan
Gravity Sketch,August 2017,"Oculus, SteamVR, Viveport",https://youtu.be/2YZr3yqWXzk?si=GT0X75Si9hi1iz3G&t=264 ,9. Changing the color of objects by hovering over a paint panel,yes,equal,1-2,1-2,yes,UI element for colors,small,on-body,static,circular,hand,center,none,yes,touch,no,yes,no,-8.44839,49.0416,red
Gravity Sketch,August 2017,"Oculus, SteamVR, Viveport",https://youtu.be/2YZr3yqWXzk?si=bYsl4-BSCnZjvfr6&t=522,10. Selecting points on the created objects to modify them,no,accuracy,20+,20+,no,circular bullet points,tiny,peripersonal,static,random,env,both,minimal,yes,manipulate,yes,yes,yes,18.522688,-22.285126,cyan
Gravity Sketch,August 2017,"Oculus, SteamVR, Viveport",https://youtu.be/2YZr3yqWXzk?si=xS7D3dZfwSL8ttM1&t=1181,11. Selection of tools from a circular inventory around user,no,equal,3-9,3-9,yes,different types of tools,small,on-body,static,circular,body,center,minimal,no,grasp,yes,yes,yes,7.8186193,-21.90215,blue
Gravity Sketch,August 2017,"Oculus, SteamVR, Viveport",https://youtu.be/2YZr3yqWXzk?si=XP27ky4XHnZx8TgP&t=1288,12. Manipulation of objects by selecting the object's feature arrows (i.e. scale/position),no,equal,3-9,3-9,yes,axis 3D arrows,medium,peripersonal,static,random,env,center,heavy,no,manipulate,yes,yes,yes,19.984716,-23.975359,cyan
Tvori,August 2016,"Oculus, SteamVR, Viveport",https://youtu.be/Ywjh4mXniFU?t=1,1. Selecting mannequins/objects to put into the environment ,no,accuracy,3-9,3-9,no,various,medium,peripersonal,static,random,env,both,minimal,no,grasp,yes,yes,yes,13.356138,-34.025585,cyan
Tvori,August 2016,"Oculus, SteamVR, Viveport",https://youtu.be/Ywjh4mXniFU?t=7,2. Select joints in a mannequin and move/shape them,no,accuracy,20+,20+,no,joint,tiny,peripersonal,static,random,env,both,minimal,no,grasp,yes,yes,yes,5.010736,-35.77695,cyan
Tvori,August 2016,"Oculus, SteamVR, Viveport",https://youtu.be/Dm8liB5hsvI?t=12,3. Select from a closeby UI to the user,yes,accuracy,10-19,20+,yes,text; icon,tiny,peripersonal,static,grid,env,center,minimal,no,grasp,yes,yes,yes,-4.105987,-16.322437,blue
Tvori,August 2016,"Oculus, SteamVR, Viveport",https://youtu.be/Dm8liB5hsvI?t=17,4. Touch a part of an object/mannequin to apply a color to it,no,accuracy,20+,20+,no,various,small,peripersonal,static,random,env,both,minimal,yes,touch,no,yes,yes,-1.1940662,42.4609,yellow
Tvori,August 2016,"Oculus, SteamVR, Viveport",https://youtu.be/Dm8liB5hsvI?si=SYWryN2xIQPmmtm1&t=47 ,5. Hover and hold a button to see more settings pop up,no,accuracy,10-19,20+,no,various,small,peripersonal,static,random,env,center,none,yes,hover,yes,no,yes,-6.2773094,-24.23717,orange
Tvori,August 2016,"Oculus, SteamVR, Viveport",https://youtu.be/Dm8liB5hsvI?t=48,6. Select from a small circular UI ,yes,accuracy,3-9,3-9,yes,text,tiny,peripersonal,static,circular,env,center,none,no,touch,yes,yes,no,1.7531266,52.220905,yellow
Tvori,August 2016,"Oculus, SteamVR, Viveport",https://youtu.be/Dm8liB5hsvI?t=71,7. Throw panel outside of the map to discard it,no,speed,1-2,1-2,yes,area,large,extrapersonal,static,random,env,periphery,none,yes,throw,no,no,no,-17.308773,36.031166,red
AnimVR,November 2018,"Oculus, SteamVR, Viveport",https://youtu.be/-o1sV4xlqJQ?t=103 ,1. Select from a UI at a distance,yes,accuracy,3-9,3-9,yes,"UI elements, circular elemts, icons, text",small,extrapersonal,static,random,env,both,none,no,point,yes,yes,yes,29.212757,-0.9858617,green
AnimVR,November 2018,"Oculus, SteamVR, Viveport",https://youtu.be/-o1sV4xlqJQ?t=228 ,2. Select from a closeby UI ,yes,accuracy,20+,20+,yes,"UI elements, color gradients, icons, text",small,extrapersonal,static,grid,env,center,none,no,point,yes,yes,yes,20.496174,1.6264673,purple
AnimVR,November 2018,"Oculus, SteamVR, Viveport",https://youtu.be/-o1sV4xlqJQ?t=267 ,3. Manipulate a slider/dot to change color gradient,yes,accuracy,10-19,10-19,yes,"UI elements, color gradients",small,peripersonal,static,list,env,center,none,no,manipulate,yes,yes,yes,8.478493,-6.1983113,purple
AnimVR,November 2018,"Oculus, SteamVR, Viveport",https://youtu.be/-o1sV4xlqJQ?t=374 ,5. Change the scale/transform/position of an object in the VE through manipulation with one or two hands,no,accuracy,1-2,1-2,yes,various,medium,peripersonal,static,random,env,both,none,no,manipulate,yes,yes,yes,-21.141058,-1.5907037,pink
AnimVR,November 2018,"Oculus, SteamVR, Viveport",https://youtu.be/-o1sV4xlqJQ?t=778 ,6. Hover over an area/components in the VE or interaction happening to record it and save it,no,accuracy,1-2,1-2,yes,scene/objects/event to be recorded,medium,peripersonal,both,random,env,both,none,yes,manipulate,yes,yes,yes,-24.510256,0.538527,pink
AnimVR,November 2018,"Oculus, SteamVR, Viveport",https://youtu.be/-o1sV4xlqJQ?t=781 ,7. Select from a menu UI of saved work,yes,accuracy,10-19,20+,yes,"UI elements, circular icons, images, text",large,extrapersonal,static,grid,env,both,none,no,point,yes,yes,yes,15.599277,5.160172,purple
AnimVR,November 2018,"Oculus, SteamVR, Viveport",https://youtu.be/50foPhN1lHE?t=7 ,8. Select from an on hand UI ,yes,accuracy,3-9,3-9,yes,"UI elements, circular UI elements, icons, text",tiny,on-body,static,circular,hand,center,none,no,point,yes,yes,no,21.757938,-7.283568,green
Mindshow,August 2017,"Oculus, SteamVR",https://youtu.be/4tibmHgBYqg?t=19,1. Selecting from a 2D UI menu alike,yes,accuracy,20+,20+,yes,"rectangle, circle",medium,extrapersonal,static,grid,env,both,none,no,point,yes,yes,no,19.158503,4.6371555,purple
Mindshow,August 2017,"Oculus, SteamVR",https://youtu.be/4tibmHgBYqg?t=146,2. Select from a 2D UI that is on-hand,yes,accuracy,10-19,10-19,yes,circle,small,on-body,both,grid,hand,both,none,no,point,yes,yes,no,18.367376,-3.394575,purple
Mindshow,August 2017,"Oculus, SteamVR",https://youtu.be/4tibmHgBYqg?t=195,4. Select 3D objects either at a distance or close using a ray and you can move the objects along the ray and around the env,no,accuracy,1-2,20+,yes,various,medium,extrapersonal,static,random,env,both,minimal,no,point,yes,yes,no,7.2581105,10.908026,pink
Mindshow,August 2017,"Oculus, SteamVR",https://youtu.be/4tibmHgBYqg?t=488,5. Select 3D objects using grasp directly from the VE,no,accuracy,1-2,3-9,yes,various,medium,peripersonal,static,random,env,both,minimal,no,grasp,yes,yes,yes,-10.029259,-27.832197,orange
Mindshow,August 2017,"Oculus, SteamVR",https://youtu.be/4tibmHgBYqg?t=1025,7. Select text input on a 2D Ui Keyboard,yes,accuracy,20+,20+,yes,rectangle,small,extrapersonal,static,grid,env,both,minimal,no,point,yes,yes,yes,22.593437,1.2429556,purple
Unreal Engine VR Mode,January 2016,Windows,https://youtu.be/JKO9fEjNiio?si=UqSKEW9SncVdPQVK&t=19,1.Selection of VE objects by pointing at them and clicking,no,equal,1-2,3-9,no,VE objects,medium,peripersonal,static,random,env,center,minimal,no,point,no,yes,yes,1.5872136,9.148839,orange
Unreal Engine VR Mode,January 2016,Windows,https://youtu.be/JKO9fEjNiio?si=RvuRtLrEFZBGyIoP&t=24,2. Choosing arrows of a selected object to move/ rotate it,no,accuracy,3-9,3-9,no,arrows,small,peripersonal,static,grid,env,center,heavy,no,manipulate,yes,yes,yes,14.139441,-22.974096,green
Unreal Engine VR Mode,January 2016,Windows,https://youtu.be/JKO9fEjNiio?si=ZmOhPip1cLe52x65&t=29,3. Change the scale and position of an object after selecting it with two hands,no,accuracy,1-2,3-9,no,VE objects,medium,peripersonal,static,random,env,center,minimal,no,manipulate,no,yes,yes,0.7709281,8.23252,orange
Unreal Engine VR Mode,January 2016,Windows,https://youtu.be/JKO9fEjNiio?si=OOj3w-P_oBujZnQY&t=64,4. Select from a UI on hand,yes,accuracy,10-19,10-19,yes,flat buttons,small,on-body,static,grid,hand,center,none,no,point,no,yes,no,12.311573,-2.8658526,purple
Unreal Engine VR Mode,January 2016,Windows,https://youtu.be/mee_6vlWZ8c?si=_N9GRZG1QQwdoCQ8&t=17 ,5. Grasp objects directly inside VE,no,accuracy,10-19,10-19,no,VE objects,medium,peripersonal,static,random,env,both,minimal,yes,grasp,no,yes,yes,-20.303907,-15.414977,grey
Unreal Engine VR Mode,January 2016,Windows,https://youtu.be/wqjJU4V6bGM?si=eQqatcYLpjte86G9&t=9263,6. Select a door to open or close,no,equal,1-2,1-2,no,Door,large,peripersonal,static,random,env,center,minimal,yes,push,no,yes,yes,-25.673525,13.66896,pink
Blocks (Google),July 2017,"SteamVR, Oculus, Viveport",https://youtu.be/g3Ek9Kka2oI?t=75 ,1. Select from an on-hand UI,yes,accuracy,3-9,3-9,yes,"UI elements, text, icons",small,on-body,static,grid,hand,both,none,no,grasp,yes,yes,no,7.2315645,-26.924465,blue
Blocks (Google),July 2017,"SteamVR, Oculus, Viveport",https://youtu.be/AcU1MaR5GaU?t=503 ,2. Select objects in the VE through grasp,no,accuracy,3-9,3-9,yes,various,medium,peripersonal,static,random,env,both,none,yes,grasp,yes,yes,yes,15.371022,-31.808825,cyan
Blocks (Google),July 2017,"SteamVR, Oculus, Viveport",https://youtu.be/j1zJLPPiJpw?t=239 ,3. Select a part of an object to move/modify/restructure in a certain way ,no,accuracy,10-19,20+,no,various,medium,peripersonal,static,random,env,both,none,yes,manipulate,yes,yes,yes,-0.21115515,5.5095234,orange
Blocks (Google),July 2017,"SteamVR, Oculus, Viveport",https://youtu.be/j1zJLPPiJpw?t=85 ,4. Select from the back of an on hand UI,yes,accuracy,20+,20+,yes,"UI elements, color icons",small,on-body,static,grid,hand,both,none,no,point,yes,yes,no,15.021931,-4.728135,purple
Blocks (Google),July 2017,"SteamVR, Oculus, Viveport",https://youtu.be/j1zJLPPiJpw?t=816 ,5. Select parts of an object to color with a brush ,no,accuracy,10-19,20+,yes,"various objects, various object parts",medium,peripersonal,static,random,env,both,minimal,yes,hover,no,yes,yes,-13.225199,-23.69232,orange
Blocks (Google),July 2017,"SteamVR, Oculus, Viveport",https://youtu.be/j1zJLPPiJpw?t=122 ,6. Wave through an object to select it to copy it for example,no,accuracy,1-2,1-2,yes,"various objects, various object parts",medium,peripersonal,static,random,env,both,none,no,cross,yes,yes,yes,-24.361835,-13.484631,grey
Blocks (Google),July 2017,"SteamVR, Oculus, Viveport",https://youtu.be/j1zJLPPiJpw?t=668 ,7. Select an object with an eraser to remove through touch,no,equal,10-19,20+,no,various objects ,medium,peripersonal,static,random,env,both,minimal,yes,touch,no,yes,yes,-2.4303422,40.715633,yellow
Blocks (Google),July 2017,"SteamVR, Oculus, Viveport",https://youtu.be/j1zJLPPiJpw?t=904 ,8. Select an area to place an object,no,accuracy,20+,20+,no,various areas/objects,large,peripersonal,static,random,env,both,none,yes,grasp,yes,yes,yes,10.475467,-33.55672,cyan
Medium (Adobe),December 2016,Oculus,https://youtu.be/qnTvoAzxnbM?t=114,"2. Select areas to adjust (e.g., smooth)",no,equal,20+,20+,yes,various,small,peripersonal,static,random,env,center,minimal,no,touch,no,yes,yes,-0.28632805,44.068123,yellow
Medium (Adobe),December 2016,Oculus,https://youtu.be/qnTvoAzxnbM?t=1314,3. Select UIs attached to the hand,yes,accuracy,10-19,20+,yes,mostly rectangle,tiny,on-body,both,grid,hand,both,minimal,no,point,yes,yes,no,18.82333,-4.161712,purple
Medium (Adobe),December 2016,Oculus,https://youtu.be/qnTvoAzxnbM?t=1736,4. Selection happens on a world UI with dropping (gravitated) cursor,yes,accuracy,20+,20+,yes,mostly rectangle,tiny,peripersonal,both,grid,env,both,minimal,no,point,yes,yes,yes,19.121851,-4.9985476,purple
Medium (Adobe),December 2016,Oculus,https://youtu.be/qnTvoAzxnbM?si=s2AUKRfHoAipfasL&t=1454 ,5. Select a component of the model via pointing,no,equal,3-9,20+,yes,various,small,extrapersonal,static,random,env,center,heavy,no,point,yes,yes,yes,30.751347,2.8123834,green
Medium (Adobe),December 2016,Oculus,https://youtu.be/qnTvoAzxnbM?t=1254,7. Select keys on a Keyboard,yes,equal,20+,20+,yes,mostly circles,small,extrapersonal,static,grid,env,center,none,no,point,no,yes,yes,21.005161,2.4448955,purple
